case_number,service_type,opened_date_time,support_plan,account_type,severity,technology_level_1,technology_level_2,technology_level_3,assignment_group,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,case_origination_day,case_origination_time,severity_change,age_of_account_days,life_time_invoice_usd,recurring_invoice_usd,case_duration_days,country
cs000147,non technical,6/17/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,2739.783,2739.783,source_10,customer,weekday,prime_time,no,,,,141.6781409,unspecified
cs000148,technical,12/2/2018,basic,payg,4,,level_2_11,level_3_137,group_19,0,5,0.0828,2.04,source_5,employee,weekend,prime_time,no,2176.083118,195274.09,2419,338.2707913,united kingdom
cs000149,technical,3/21/2019,free,lite,4,level_1_5,level_2_7,level_3_137,group_6,0,1,258.5328,258.5328,source_3,customer,weekday,prime_time,no,,,,229.7660459,india
cs000150,non technical,12/14/2017,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,2,165508.3332,82754.1666,source_11,customer,weekday,prime_time,no,,0,,691.3911154,france
cs000151,technical,2/16/2019,free,lite,4,level_1_2,level_2_2,level_3_135,group_3,0,7,17.0328,1416.380914,source_1,customer,weekend,prime_time,no,,,,262.2668446,canada
cs000152,,8/28/2018,premium,subscription,2,,level_2_24,level_3_49,group_30,0,3,317.5998,221.95,source_11,customer,weekday,non_prime_time,no,,619.61,,434.8688816,united states of america
cs000153,,1/4/2019,basic,payg,4,,level_2_2,level_3_101,group_17,2,16,16.95,4854.006225,source_1,customer,weekday,prime_time,no,937.0831177,0,0,305.6294603,germany
cs000154,technical,7/23/2019,basic,payg,4,level_1_6,level_2_22,level_3_137,group_7,1,2,8251.1832,4971.1581,source_3,customer,weekday,prime_time,no,2102.083118,1151460.96,27859.09,105.2227936,united states of america
cs000155,technical,5/23/2019,basic,payg,4,level_1_2,level_2_2,level_3_140,group_3,0,3,36.1998,35.7222,source_3,customer,weekday,prime_time,no,820.0831177,11983.31,0,166.4530598,brazil
cs000156,technical,11/23/2018,free,lite,4,level_1_4,level_2_20,level_3_50,group_5,0,2,9.6666,52.5999,source_11,customer,weekday,prime_time,no,,,,347.3686038,greece
cs000157,non technical,2/4/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,4150.8996,4150.8996,source_1,customer,weekday,prime_time,no,,0,,274.4076432,united states of america
cs000158,technical,6/18/2019,standard,subscription,4,level_1_1,level_2_12,level_3_9,group_2,0,6,69.3996,6481.4777,source_3,customer,weekday,non_prime_time,no,1953.083118,163504.52,4070.24,140.808083,spain
cs000159,technical,3/4/2019,basic,payg,4,level_1_5,level_2_8,level_3_43,group_6,0,2,258.7164,129.9,source_3,customer,weekday,prime_time,no,,0,,246.6968909,india
cs000160,technical,12/5/2018,basic,payg,2,level_1_3,level_2_11,level_3_137,group_4,0,11,0.1332,0.053018182,source_5,employee,weekday,prime_time,no,,1762.7,,335.1975969,brazil
cs000161,non technical,10/11/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,5,10,32.1498,3276.74166,source_3,customer,weekday,prime_time,no,,0,,25.2697728,mexico
cs000162,non technical,4/29/2018,free,lite,4,level_1_7,level_2_18,level_3_124,group_13,1,2,1352.3664,676.1832,source_10,customer,weekend,prime_time,no,,,,555.4012196,united states of america
cs000163,technical,9/11/2019,free,lite,4,level_1_4,level_2_9,level_3_50,group_5,2,1,402.1332,402.1332,source_3,customer,weekday,non_prime_time,no,,,,56.08042095,canada
cs000164,technical,12/20/2018,premium,subscription,2,level_1_5,level_2_6,level_3_79,group_6,0,3,64.7328,97.4388,source_3,customer,weekday,prime_time,no,,152.31,,320.3331061,spain
cs000165,non technical,7/27/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,4,0.0666,6176.8332,source_5,employee,weekend,prime_time,no,,0,,101.3091709,italy
cs000166,non technical,12/27/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,0.0666,5077.2333,source_5,employee,weekday,prime_time,no,2902.083118,96485.17,2157.53,313.4785575,united states of america
cs000167,non technical,6/5/2018,standard,lite,2,level_1_7,level_2_20,level_3_137,group_13,0,2,9214.9164,4607.4582,source_10,customer,weekday,non_prime_time,no,,,,518.8548538,india
cs000168,,3/1/2018,standard,lite,2,,level_2_18,level_3_143,group_32,0,3,16.5666,1559.2332,source_11,customer,weekday,prime_time,no,,,,614.0998885,unspecified
cs000169,non technical,11/1/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,31.4166,31.4166,source_10,customer,weekday,prime_time,no,,,,369.6445413,unspecified
cs000170,technical,4/8/2019,basic,payg,4,level_1_9,level_2_11,level_3_31,group_9,0,10,7.8,1865.3883,source_5,customer,weekday,prime_time,no,1827.083118,489011.17,9205.43,211.6965205,sweden
cs000171,technical,8/1/2019,free,lite,4,level_1_2,level_2_2,level_3_87,group_3,0,6,349.95,1573.4111,source_3,customer,weekday,prime_time,no,,,,96.73829132,india
cs000172,technical,3/31/2019,free,lite,4,level_1_2,level_2_2,level_3_64,group_3,0,3,667.383,2077.1332,source_3,customer,weekend,prime_time,no,,,,219.5756293,india
cs000173,technical,6/7/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,1,83.9664,83.9664,source_5,customer,weekday,prime_time,no,5326.083118,1276815.88,37313.81,151.7031987,united states of america
cs000174,,7/12/2018,free,lite,4,,level_2_18,level_3_131,group_30,5,5,407.25,7351.98,source_1,employee,weekday,non_prime_time,no,,,,481.892377,united states of america
cs000175,technical,5/15/2018,free,lite,4,level_1_4,level_2_24,level_3_59,group_5,0,4,1.6662,35665.7499,source_11,customer,weekday,prime_time,no,,,,539.2119256,brazil
cs000176,non technical,4/16/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,2,23582.6496,11791.4166,source_11,customer,weekday,prime_time,no,,,,568.4298538,germany
cs000177,technical,2/15/2019,basic,payg,4,level_1_4,level_2_9,level_3_39,group_5,1,5,5.7498,5741.31324,source_3,customer,weekday,prime_time,no,,30.49,,263.3895529,greece
cs000178,non technical,12/27/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,1165.5996,1165.5996,source_5,customer,weekday,prime_time,no,1345.083118,0,,313.6216825,netherlands
cs000179,technical,7/17/2019,basic,payg,4,level_1_5,level_2_6,level_3_43,group_6,0,3,169.0662,1067.4944,source_3,customer,weekday,non_prime_time,no,,0,,111.9919024,viet nam
cs000180,technical,10/14/2019,basic,payg,4,level_1_3,level_2_7,level_3_138,group_4,0,2,2.7,120.1416,source_6,employee,weekday,prime_time,yes,,785.37,,22.75656678,united kingdom
cs000181,technical,7/30/2019,standard,subscription,2,level_1_5,level_2_7,level_3_19,group_6,0,4,79.3998,44.1666,source_3,customer,weekday,non_prime_time,no,,6914.02,,98.79895104,austria
cs000182,non technical,9/27/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,6874.2996,3469.9749,source_1,employee,weekday,prime_time,no,,0,,404.4879904,israel
cs000183,non technical,5/28/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,3,596.9664,1045.6666,source_10,customer,weekday,non_prime_time,no,,,,526.8732334,unspecified
cs000184,technical,10/12/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,2,866.4498,1162.1499,source_3,customer,weekend,prime_time,no,,,,24.42449502,brazil
cs000185,non technical,2/8/2019,standard,payg,4,level_1_7,level_2_20,level_3_4,group_13,0,2,7364.8332,3831.3,source_10,customer,weekday,prime_time,no,,,,270.5301895,unspecified
cs000186,non technical,7/24/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,5,15848.4162,5766.47328,source_3,customer,weekday,prime_time,no,,0,,104.5172265,brazil
cs000187,non technical,6/21/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,104.3832,104.3832,source_3,customer,weekday,non_prime_time,no,,726.46,,137.9921686,united states of america
cs000188,technical,6/6/2019,standard,subscription,2,level_1_2,level_2_2,level_3_134,group_3,0,7,26.1828,5358.602314,source_3,customer,weekday,prime_time,no,800.0831177,0.56,0,152.5221686,brazil
cs000189,non technical,12/9/2017,free,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,107829.7332,107829.7332,source_11,customer,weekend,prime_time,no,,,,696.3006756,greece
cs000190,technical,10/18/2018,free,lite,4,level_1_2,level_2_24,level_3_59,group_3,1,5,1260.7998,2040.6366,source_1,employee,weekday,prime_time,no,,,,383.3842867,canada
cs000191,technical,1/11/2019,basic,subscription,4,level_1_5,level_2_6,level_3_79,group_6,0,7,115.533,2664.6714,source_1,customer,weekday,prime_time,no,,2033.75,,298.6602358,japan
cs000192,technical,10/29/2019,standard,subscription,3,level_1_3,level_2_14,level_3_137,group_4,1,1,347.8662,347.8662,source_3,customer,weekday,non_prime_time,no,799.0831177,0,0,7.801763541,japan
cs000193,non technical,2/23/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,5,0.0666,1129.32,source_5,employee,weekend,prime_time,no,,0,,255.1271455,united states of america
cs000194,,6/12/2018,free,lite,4,,level_2_24,level_3_85,group_12,0,2,21193.9164,10596.9582,source_1,employee,weekday,prime_time,no,,,,511.4756293,argentina
cs000195,technical,6/6/2019,basic,payg,4,level_1_3,level_2_15,level_3_137,group_4,1,6,10.8162,279.5472,source_3,customer,weekday,non_prime_time,no,,-32.58,,152.866289,china
cs000196,non technical,6/22/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,3,138.2166,967.5054,source_3,customer,weekend,prime_time,no,,,,136.3637659,japan
cs000197,non technical,7/17/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,846.5328,1026.6582,source_10,customer,weekday,prime_time,no,,,,111.2444719,united states of america
cs000198,,2/28/2018,free,lite,4,,level_2_18,level_3_79,group_12,0,1,18847.8828,18847.8828,source_1,employee,weekday,prime_time,no,,,,615.5316709,spain
cs000199,non technical,10/9/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,4,129.0828,5012.1,source_10,customer,weekday,prime_time,no,,1010.65,,392.6453747,italy
cs000200,,8/3/2018,free,lite,4,,level_2_24,level_3_137,group_30,1,7,141.1998,2659.316657,source_1,employee,weekday,prime_time,no,,,,459.3434071,brazil
cs000201,technical,4/19/2019,standard,subscription,1,level_1_4,level_2_9,level_3_38,group_5,1,2,1.7166,4.0914,source_1,customer,weekday,prime_time,no,881.0831177,3329.76,131.82,200.7549696,france
cs000202,,7/18/2019,standard,payg,4,,level_2_20,level_3_137,group_17,0,4,157.7496,473.78325,source_3,customer,weekday,non_prime_time,no,,175660.15,,110.8001779,germany
cs000203,non technical,12/26/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,56.3664,199.2,source_10,customer,weekday,prime_time,no,,,,314.0979325,unspecified
cs000204,technical,7/29/2019,basic,payg,4,level_1_4,level_2_9,level_3_36,group_5,0,1,774.2328,774.2328,source_3,customer,weekday,prime_time,no,,0,,99.36740011,canada
cs000205,technical,2/27/2019,basic,payg,4,level_1_5,level_2_20,level_3_43,group_6,1,15,7341.2832,7857.35332,source_1,customer,weekday,prime_time,no,,-0.01,,251.5197844,united kingdom
cs000206,non technical,3/11/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,2684.9664,2684.9664,source_3,customer,weekday,prime_time,no,,0,,239.3683029,united states of america
cs000207,non technical,6/17/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,2722.833,2722.833,source_10,customer,weekday,prime_time,no,,,,141.643627,unspecified
cs000208,non technical,11/12/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,40.1664,4047.15,source_1,employee,weekday,prime_time,no,,0,,358.2522381,switzerland
cs000209,technical,9/6/2019,premium,payg,2,level_1_3,level_2_28,level_3_137,group_4,3,13,156.933,1446.543554,source_3,customer,weekday,prime_time,no,1205.083118,3255959.12,138902.53,60.32436771,canada
cs000210,technical,3/25/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,3,29.9328,21.55,source_5,employee,weekday,prime_time,no,859.0831177,1257494.37,48025.87,225.6540899,republic of korea
cs000211,technical,5/30/2019,free,lite,4,level_1_9,level_2_2,level_3_31,group_9,4,7,8872.4664,2455.223743,source_3,customer,weekday,prime_time,no,,,,159.3684997,netherlands
cs000212,technical,7/2/2019,free,lite,4,level_1_1,level_2_10,level_3_48,group_2,0,13,105.9498,3908.911523,source_3,customer,weekday,prime_time,no,,,,126.7125159,germany
cs000213,technical,8/8/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,4,13.8,296.0499,source_3,customer,weekday,non_prime_time,no,,,,89.90616169,australia
cs000214,technical,2/1/2019,standard,subscription,3,level_1_1,level_2_12,level_3_8,group_2,0,7,40.1166,2421.628543,source_3,customer,weekday,prime_time,no,,0,,277.4329904,belgium
cs000215,non technical,9/20/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,425.0832,425.0832,source_10,customer,weekday,non_prime_time,no,,,,47.05233067,nigeria
cs000216,technical,5/15/2019,basic,payg,4,level_1_6,level_2_15,level_3_137,group_7,0,3,695.9328,1511.7832,source_3,customer,weekday,non_prime_time,no,,59.64,,174.9353168,australia
cs000217,,6/9/2018,free,lite,4,,level_2_24,level_3_49,group_30,1,3,66.15,2368.0554,source_1,employee,weekend,prime_time,no,,,,514.3932334,united kingdom
cs000218,non technical,11/1/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,4,163.3998,3262.88325,source_10,customer,weekday,non_prime_time,no,,,,370.013789,unspecified
cs000219,non technical,8/17/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,1,616.7166,616.7166,source_5,customer,weekend,prime_time,no,,0,,80.49028206,united states of america
cs000220,technical,2/28/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,5,13.7664,25.32996,source_5,employee,weekday,prime_time,no,4458.083118,28161.58,652.74,250.3161385,mexico
cs000221,technical,2/15/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,1,30,30,source_5,customer,weekday,prime_time,no,2222.083118,13998.25,321.65,263.3533608,saudi arabia
cs000222,non technical,12/1/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,5,9.0996,8943.26664,source_5,employee,weekend,non_prime_time,no,,0,,340.0606524,united states of america
cs000223,,6/25/2018,free,lite,4,,level_2_24,level_3_66,group_30,1,2,1774.233,1010.8833,source_1,employee,weekday,prime_time,no,,,,498.6972034,switzerland
cs000224,non technical,9/10/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,103.0662,103.0662,source_10,customer,weekday,prime_time,no,,,,421.4041709,unspecified
cs000225,technical,5/17/2019,basic,payg,3,level_1_3,level_2_7,level_3_137,group_4,1,5,3309.6666,1594.65996,source_3,customer,weekday,prime_time,yes,,539.27,,172.2245645,brazil
cs000226,technical,9/19/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,3,19.7166,35.4332,source_3,customer,weekday,prime_time,no,,,,47.74560613,united kingdom
cs000227,non technical,5/3/2018,basic,payg,4,level_1_7,level_2_20,level_3_118,group_13,0,1,11245.683,11245.683,source_10,customer,weekday,non_prime_time,no,,,,552.0781293,unspecified
cs000228,non technical,5/16/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,142225.8498,78967.3749,source_10,customer,weekday,prime_time,no,,,,538.4723538,unspecified
cs000229,non technical,5/17/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,3,4298.3664,18710.4832,source_3,customer,weekday,non_prime_time,no,,183.18,,172.918002,japan
cs000230,non technical,12/10/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,3520.7496,3520.7496,source_1,customer,weekday,prime_time,no,,0,,330.5100853,greece
cs000231,technical,3/1/2019,free,lite,4,level_1_2,level_2_2,level_3_64,group_3,0,1,434.8332,434.8332,source_1,customer,weekday,prime_time,no,,,,249.5486617,japan
cs000232,technical,4/11/2019,basic,payg,4,level_1_9,level_2_26,level_3_137,group_9,0,5,10.8828,1132.56996,source_1,customer,weekday,prime_time,no,882.0831177,755.19,0,208.5429672,united arab emirates
cs000233,non technical,7/25/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,6971.4,6971.4,source_3,customer,weekday,prime_time,no,,,,103.2600159,argentina
cs000234,technical,4/23/2019,free,lite,4,level_1_5,level_2_9,level_3_18,group_6,2,1,2665.1664,2665.1664,source_3,customer,weekday,prime_time,no,,,,196.3909186,spain
cs000235,non technical,4/2/2019,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,1,3,0.0828,74.6554,source_5,employee,weekday,prime_time,no,,0,,217.3106756,united states of america
cs000236,non technical,11/6/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,497.8998,2439.1998,source_1,employee,weekday,prime_time,no,,,,364.6603052,viet nam
cs000237,non technical,3/20/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,4,16061.283,9426.45,source_3,customer,weekday,prime_time,no,,,,230.5572612,india
cs000238,non technical,9/15/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,25464.3828,25464.3828,source_5,employee,weekend,non_prime_time,no,,0,,51.86224965,mexico
cs000239,technical,5/23/2019,basic,payg,4,level_1_4,level_2_9,level_3_36,group_5,1,1,427.7328,427.7328,source_3,customer,weekday,prime_time,no,,0,,166.7138816,united states of america
cs000240,non technical,2/11/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,322.083,322.083,source_6,employee,weekday,prime_time,no,,,,267.6848422,unspecified
cs000241,,3/5/2018,premium,subscription,1,,level_2_24,level_3_49,group_30,2,2,93.2832,46.6416,source_1,employee,weekday,prime_time,no,801.0831177,0,0,610.3225969,united states of america
cs000242,non technical,1/4/2018,free,subscription,4,level_1_7,level_2_20,level_3_23,group_13,1,2,60728.4666,30364.2333,source_1,employee,weekday,prime_time,yes,,48455.14,,670.4184997,united states of america
cs000243,non technical,11/30/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,8.0328,8.0328,source_1,employee,weekday,prime_time,no,,,,340.3476432,united states of america
cs000244,non technical,4/7/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,0.0498,7.5666,source_5,employee,weekend,non_prime_time,no,938.0831177,0,,212.8467404,united states of america
cs000245,technical,4/25/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,1,6,477.6,1175.925,source_3,customer,weekday,prime_time,no,,,,194.4837774,canada
cs000246,non technical,4/17/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,142241.4,71120.7,source_10,customer,weekday,prime_time,no,,,,567.4048538,unspecified
cs000247,non technical,8/6/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,4,16892.6664,7279.6791,source_3,customer,weekday,prime_time,no,,0,,91.68611539,latvia
