case_number,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_conversation_last3,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_conversation_last,anger_conversation_last,disgust_conversation_last,fear_conversation_last,joy_conversation_last,sadness_conversation_last
cs00013,-0.316211,0.091413,0.018179,0.058113,0.107924,0.511649,-0.660535,0.259367,0.025115,0.073879,0.025181,0.555491,0,0.146326,0.01453,0.065002,0.117967,0.161966
cs000961,0.981347,0.018373,0.006088,0.009611,0.123837,0.076319,0.981347,0.018373,0.006088,0.009611,0.123837,0.076319,0.981347,0.018373,0.006088,0.009611,0.123837,0.076319
cs0002679,,,,,,,,,,,,,,,,,,
cs0002623,-0.602683,0.081523,0.058183,0.045334,0.094422,0.563197,-0.734553,0.084987,0.054617,0.060682,0.09126,0.567333,-0.396126,0.023654,0.005656,0.011703,0.030021,0.139284
cs0002956,,,,,,,,,,,,,,,,,,
cs000505,-0.590341,0.098395,0.105451,0.06976,0.157712,0.527413,-0.590341,0.100198,0.116002,0.062182,0.172598,0.538771,-0.795282,0.08092,0.095317,0.134354,0.033855,0.724426
cs000929,-0.951332,0.07873,0.013967,0.054559,0.056992,0.349059,-0.951332,0.07873,0.013967,0.054559,0.056992,0.349059,-0.951332,0.07873,0.013967,0.054559,0.056992,0.349059
cs0002374,0.892941,0.027824,0.016997,0.035649,0.52343,0.008742,0.892941,0.027824,0.016997,0.035649,0.52343,0.008742,0.892941,0.027824,0.016997,0.035649,0.52343,0.008742
cs0001879,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003055,,,,,,,,,,,,,,,,,,
cs0001936,,,,,,,,,,,,,,,,,,
cs000896,-0.464362,0.055527,0.029946,0.052439,0.052076,0.10195,0,0.011421,0.010755,0.091942,0.053402,0.035583,0,0.050892,0.033674,0.164061,0.106015,0.13815
cs0003346,0.969312,0.07919,0.007907,0.01722,0.088249,0.140197,0.969312,0.07919,0.007907,0.01722,0.088249,0.140197,0.969312,0.07919,0.007907,0.01722,0.088249,0.140197
cs0001137,-0.75214,0.118521,0.084297,0.125329,0.077189,0.632427,-0.757136,0.16097,0.027255,0.093913,0.013308,0.490468,-0.748845,0.310812,0.05193,0.127255,0.013336,0.658206
cs0002364,,,,,,,,,,,,,,,,,,
cs0002733,,,,,,,,,,,,,,,,,,
cs0001553,0,0.031193,0.078346,0.024588,0.032241,0.052787,0,0.031193,0.078346,0.024588,0.032241,0.052787,0,0.031193,0.078346,0.024588,0.032241,0.052787
cs000372,,,,,,,,,,,,,,,,,,
cs000477,,,,,,,,,,,,,,,,,,
cs0001314,,,,,,,,,,,,,,,,,,
cs0001922,,,,,,,,,,,,,,,,,,
cs0001143,,,,,,,,,,,,,,,,,,
cs0002480,-0.447798,0.045363,0.021249,0.053665,0.487528,0.478032,0,0.05079,0.005811,0.024605,0.036285,0.157573,0,0,0,0,0,0
cs000130,,,,,,,,,,,,,,,,,,
cs0002586,0.511016,0.042465,0.041972,0.061506,0.563247,0.551416,0.278738,0.051927,0.059437,0.083585,0.584399,0.561097,0.966656,0.054086,0.027187,0.011738,0.695312,0.073275
cs0001374,,,,,,,,,,,,,,,,,,
cs0002835,,,,,,,,,,,,,,,,,,
cs00091,-0.670726,0.095747,0.070308,0.093839,0.451522,0.522015,-0.480027,0.140295,0.072133,0.108777,0.137988,0.548433,0.678451,0.080774,0.005174,0.023812,0.176701,0.128536
cs0003350,,,,,,,,,,,,,,,,,,
cs0001197,,,,,,,,,,,,,,,,,,
cs0002551,,,,,,,,,,,,,,,,,,
cs0002925,0.47238,0.076043,0.023351,0.047507,0.652082,0.101247,0.47238,0.076043,0.023351,0.047507,0.652082,0.101247,0.472182,0.095384,0.010929,0.024673,0.060004,0.060902
cs000226,,,,,,,,,,,,,,,,,,
cs000209,,,,,,,,,,,,,,,,,,
cs0001797,,,,,,,,,,,,,,,,,,
cs0002455,-0.429675,0.117819,0.053343,0.069002,0.65704,0.603077,-0.429425,0.120157,0.053861,0.070035,0.657849,0.605545,-0.403947,0.120158,0.058928,0.052498,0.138646,0.587737
cs0003037,,,,,,,,,,,,,,,,,,
cs0002392,0.422574,0.053566,0.046132,0.043952,0.610356,0.591779,-0.412229,0.051689,0.048298,0.075027,0.439697,0.548229,-0.580763,0.067375,0.041635,0.07128,0.096182,0.757099
cs0001881,-0.375586,0.074646,0.061743,0.062969,0.09829,0.468657,0.480089,0.014836,0.002317,0.007857,0.033566,0.019791,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000325,0.898894,0.067947,0.008193,0.006466,0.418897,0.015724,0.898894,0.067947,0.008193,0.006466,0.418897,0.015724,0.898894,0.067947,0.008193,0.006466,0.418897,0.015724
cs0001933,,,,,,,,,,,,,,,,,,
cs0001265,,,,,,,,,,,,,,,,,,
cs0002848,,,,,,,,,,,,,,,,,,
cs000331,,,,,,,,,,,,,,,,,,
cs0002301,,,,,,,,,,,,,,,,,,
cs0001979,-0.332859,0.062678,0.034237,0.065606,0.136086,0.181262,0.47411,0.008864,0.011042,0.015128,0.120539,0.023761,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002514,-0.507016,0.066022,0.426357,0.031253,0.470574,0.466792,-0.507016,0.066022,0.426357,0.031253,0.470574,0.466792,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001109,,,,,,,,,,,,,,,,,,
cs000274,,,,,,,,,,,,,,,,,,
cs0002085,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001524,0.70189,0.066732,0.039978,0.078283,0.639424,0.167081,0.70189,0.066732,0.039978,0.078283,0.639424,0.167081,0.995842,0.041709,0.009445,0.00196,0.083616,0.038835
cs0002370,,,,,,,,,,,,,,,,,,
cs0002954,0.341053,0.09548,0.072001,0.090383,0.689537,0.621136,0.341053,0.09548,0.072001,0.090383,0.689537,0.621136,-0.351311,0.042755,0.047782,0.118079,0.692173,0.62074
cs0002126,0.572302,0.070544,0.021655,0.085056,0.110838,0.088757,0.572302,0.070544,0.021655,0.085056,0.110838,0.088757,0.574082,0.08884,0.031118,0.097619,0.161453,0.158387
cs000499,,,,,,,,,,,,,,,,,,
cs0003153,0.740012,0.211524,0.01502,0.036192,0.060059,0.105214,0.740012,0.211524,0.01502,0.036192,0.060059,0.105214,0.83076,0.23257,0.023079,0.034259,0.331639,0.071054
cs000334,,,,,,,,,,,,,,,,,,
cs0002410,0.921769,0.017375,0.007182,0.006371,0.456318,0.007688,0.921769,0.017375,0.007182,0.006371,0.456318,0.007688,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000513,0.91077,0.091699,0.042738,0.571768,0.16459,0.083817,0.91077,0.091699,0.042738,0.571768,0.16459,0.083817,0.91077,0.091699,0.042738,0.571768,0.16459,0.083817
cs0002300,,,,,,,,,,,,,,,,,,
cs0002413,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000493,-0.576713,0.071373,0.089901,0.121048,0.10703,0.518293,0.606131,0.079207,0.112597,0.089353,0.064235,0.116989,0,0.081999,0.187933,0.156112,0.033553,0.055356
cs000163,,,,,,,,,,,,,,,,,,
cs0002065,0.620343,0.067087,0.068718,0.530841,0.090482,0.100418,0.789588,0.014423,0.013338,0.006599,0.235664,0.017559,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001973,,,,,,,,,,,,,,,,,,
cs000822,,,,,,,,,,,,,,,,,,
cs0001882,,,,,,,,,,,,,,,,,,
cs0001714,,,,,,,,,,,,,,,,,,
cs000569,,,,,,,,,,,,,,,,,,
cs000957,,,,,,,,,,,,,,,,,,
cs0001317,,,,,,,,,,,,,,,,,,
cs0003183,-0.482098,0.065814,0.024482,0.031569,0.652185,0.597892,-0.695795,0.015043,0.009554,0.021327,0.058727,0.204624,0,0.06177,0.091495,0.050589,0.142279,0.194421
cs00026,0.818372,0.064437,0.029206,0.208394,0.017463,0.208179,0.818372,0.074067,0.035401,0.213994,0.019884,0.180671,0.784714,0.222046,0.04779,0.245765,0.083217,0.243394
cs0001138,,,,,,,,,,,,,,,,,,
cs0001501,-0.605841,0.428146,0.04731,0.095774,0.040292,0.619297,-0.605841,0.428146,0.04731,0.095774,0.040292,0.619297,-0.530284,0.450889,0.041877,0.093151,0.047315,0.138976
cs0001424,,,,,,,,,,,,,,,,,,
cs0002831,0.494183,0.686158,0.624859,0.618248,0.601675,0.464138,0.494183,0.686158,0.624859,0.618248,0.601675,0.464138,0.952584,0.058262,0.004863,0.004435,0.391655,0.013042
cs0003105,0,0.08733,0.00854,0.079598,0.258464,0.009589,0,0.08733,0.00854,0.079598,0.258464,0.009589,0,0.08733,0.00854,0.079598,0.258464,0.009589
cs0002833,-0.515035,0.064352,0.04767,0.088518,0.100687,0.508397,0.680299,0.027629,0.003903,0.079276,0.082312,0.040082,0.947133,0.022873,0.003722,0.005431,0.479805,0.009746
cs0001959,0.58668,0.060736,0.006379,0.013007,0.063841,0.134129,0.58668,0.060736,0.006379,0.013007,0.063841,0.134129,-0.580763,0.067375,0.041635,0.07128,0.096182,0.757099
cs0002936,,,,,,,,,,,,,,,,,,
cs0002941,-0.751415,0.099812,0.034146,0.083139,0.139832,0.581842,-0.911001,0.138154,0.034972,0.086928,0.148505,0.56072,-0.915523,0.140482,0.007627,0.040991,0.02572,0.240817
cs000393,,,,,,,,,,,,,,,,,,
cs0002478,,,,,,,,,,,,,,,,,,
cs000870,,,,,,,,,,,,,,,,,,
cs00048,,,,,,,,,,,,,,,,,,
cs0007,,,,,,,,,,,,,,,,,,
cs000883,,,,,,,,,,,,,,,,,,
cs0002443,,,,,,,,,,,,,,,,,,
cs000897,,,,,,,,,,,,,,,,,,
cs0002584,0.510864,0.058311,0.02961,0.048775,0.641625,0.106126,0.725085,0.056709,0.009051,0.042017,0.662222,0.069746,0.993776,0.042026,0.013354,0.01365,0.600359,0.023731
cs000600,,,,,,,,,,,,,,,,,,
cs0002459,-0.419496,0.114687,0.070092,0.112383,0.609948,0.544627,-0.45494,0.132407,0.074682,0.134661,0.639388,0.518796,-0.683271,0.106322,0.025392,0.027161,0.620775,0.036345
cs0003295,,,,,,,,,,,,,,,,,,
cs000612,,,,,,,,,,,,,,,,,,
cs0001343,,,,,,,,,,,,,,,,,,
cs0001069,-0.331149,0.101112,0.033551,0.0921,0.147454,0.522024,-0.304021,0.112528,0.043306,0.090686,0.154648,0.497111,-0.925223,0.464491,0.095497,0.142374,0.063765,0.168742
cs0002272,0.801528,0.04014,0.038561,0.049112,0.54405,0.101874,0.801528,0.04014,0.038561,0.049112,0.54405,0.101874,0.801528,0.04014,0.038561,0.049112,0.54405,0.101874
cs000436,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001614,,,,,,,,,,,,,,,,,,
cs000922,,,,,,,,,,,,,,,,,,
cs0001236,-0.93252,0.046505,0.002548,0.051273,0.045771,0.189073,-0.93252,0.046505,0.002548,0.051273,0.045771,0.189073,0,0.084303,0.00338,0.081386,0.032238,0.024425
cs000537,,,,,,,,,,,,,,,,,,
cs0002703,,,,,,,,,,,,,,,,,,
cs0001392,,,,,,,,,,,,,,,,,,
cs000851,-0.475824,0.06657,0.036979,0.040156,0.13751,0.141158,0.491029,0.085718,0.005373,0.014567,0.242248,0.107072,0,0.084303,0.00338,0.081386,0.032238,0.024425
cs0001676,-0.492848,0.178992,0.009832,0.024442,0.027004,0.300315,-0.492848,0.178992,0.009832,0.024442,0.027004,0.300315,0,0.098389,0.031139,0.026874,0.047481,0.138041
cs0002215,0.469229,0.073239,0.038608,0.073067,0.177881,0.106305,0.31473,0.087494,0.039888,0.446941,0.18677,0.131499,-0.392695,0.053358,0.028574,0.458554,0.194804,0.070675
cs00060,,,,,,,,,,,,,,,,,,
cs0001544,0.874543,0.070176,0.034438,0.034258,0.093887,0.11812,0.874543,0.070176,0.034438,0.034258,0.093887,0.11812,0.874543,0.070176,0.034438,0.034258,0.093887,0.11812
cs000361,-0.828937,0.273896,0.017111,0.161036,0.021456,0.617863,-0.828937,0.273896,0.017111,0.161036,0.021456,0.617863,-0.794904,0.105728,0.019522,0.191571,0.04326,0.476164
cs0002497,,,,,,,,,,,,,,,,,,
cs0003030,,,,,,,,,,,,,,,,,,
cs0001859,,,,,,,,,,,,,,,,,,
cs00099,,,,,,,,,,,,,,,,,,
cs00066,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000782,0.766102,0.037052,0.034632,0.052646,0.257734,0.030003,0.766102,0.037052,0.034632,0.052646,0.257734,0.030003,0.766102,0.037052,0.034632,0.052646,0.257734,0.030003
cs0001807,-0.542929,0.096892,0.0398,0.06562,0.139089,0.508092,-0.520304,0.100152,0.042057,0.057783,0.127719,0.431851,-0.570253,0.113292,0.062284,0.038012,0.085501,0.173851
cs0001023,0.400415,0.064354,0.024042,0.071968,0.570922,0.567673,0.875117,0.008559,0.000897,0.007748,0.45144,0.029453,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001542,,,,,,,,,,,,,,,,,,
cs000833,,,,,,,,,,,,,,,,,,
cs000855,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001832,,,,,,,,,,,,,,,,,,
cs0002071,,,,,,,,,,,,,,,,,,
cs000247,-0.81384,0.148077,0.088448,0.055269,0.597938,0.581445,-0.880373,0.265274,0.073002,0.044908,0.004396,0.59044,-0.826739,0.058499,0.005917,0.01159,0.023252,0.601733
cs0001128,,,,,,,,,,,,,,,,,,
cs000530,-0.437974,0.033902,0.027543,0.044693,0.105672,0.123831,-0.352252,0.02624,0.019515,0.044682,0.549423,0.62377,0.996003,0.009357,0.010284,0.001622,0.737791,0.002061
cs000464,-0.366002,0.028739,0.006669,0.047201,0.035088,0.14406,-0.366002,0.028739,0.006669,0.047201,0.035088,0.14406,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000253,,,,,,,,,,,,,,,,,,
cs0002913,0.996535,0.005754,0.004643,0.001082,0.184962,0.001631,0.996535,0.005754,0.004643,0.001082,0.184962,0.001631,0.996535,0.005754,0.004643,0.001082,0.184962,0.001631
cs0002381,,,,,,,,,,,,,,,,,,
cs000960,,,,,,,,,,,,,,,,,,
cs0002216,-0.688063,0.109069,0.055082,0.056902,0.102359,0.589976,-0.728695,0.116572,0.062685,0.045125,0.093555,0.542814,0.887414,0.006254,0.006264,0.023577,0.140244,0.085047
cs0001491,,,,,,,,,,,,,,,,,,
cs0001583,0.724589,0.071597,0.015179,0.017157,0.250349,0.042521,0.724589,0.071597,0.015179,0.017157,0.250349,0.042521,0.724589,0.071597,0.015179,0.017157,0.250349,0.042521
cs0001465,-0.647435,0.678056,0.66525,0.679348,0.647361,0.643673,-0.798333,0.181706,0.046243,0.069082,0.006479,0.807204,-0.954146,0.14222,0.030088,0.069411,0.037303,0.862552
cs0002948,,,,,,,,,,,,,,,,,,
cs0002185,0.275437,0.081007,0.061134,0.064091,0.146002,0.200123,0.275437,0.081007,0.061134,0.064091,0.146002,0.200123,0.89235,0.069289,0.017919,0.020311,0.17006,0.026126
cs000845,,,,,,,,,,,,,,,,,,
cs000283,,,,,,,,,,,,,,,,,,
cs0002242,,,,,,,,,,,,,,,,,,
cs0002324,,,,,,,,,,,,,,,,,,
cs0002357,,,,,,,,,,,,,,,,,,
cs000982,,,,,,,,,,,,,,,,,,
cs0001976,-0.340408,0.464167,0.044447,0.10552,0.072923,0.569396,0.527459,0.090006,0.039871,0.110169,0.092679,0.517433,-0.580763,0.067375,0.041635,0.07128,0.096182,0.757099
cs0003377,,,,,,,,,,,,,,,,,,
cs0001947,-0.555554,0.070015,0.031931,0.10334,0.658086,0.642414,-0.337589,0.058117,0.028341,0.087617,0.668,0.599538,0.981461,0.029639,0.007978,0.008904,0.193957,0.075802
cs000311,,,,,,,,,,,,,,,,,,
cs0001837,,,,,,,,,,,,,,,,,,
cs0003064,,,,,,,,,,,,,,,,,,
cs00087,,,,,,,,,,,,,,,,,,
cs0002158,0,0.039543,0.010518,0.009224,0.06548,0.018549,0,0.039543,0.010518,0.009224,0.06548,0.018549,0,0.039543,0.010518,0.009224,0.06548,0.018549
cs0002560,-0.855023,0.084617,0.012972,0.035375,0.174257,0.11,-0.855023,0.084617,0.012972,0.035375,0.174257,0.11,-0.855023,0.084617,0.012972,0.035375,0.174257,0.11
cs000692,,,,,,,,,,,,,,,,,,
cs0003268,,,,,,,,,,,,,,,,,,
cs000404,,,,,,,,,,,,,,,,,,
cs0003001,,,,,,,,,,,,,,,,,,
cs000827,,,,,,,,,,,,,,,,,,
cs000552,-0.387487,,,,,,-0.387487,,,,,,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002886,-0.90165,0.17583,0.068106,0.150562,0.128291,0.57326,-0.872688,0.026708,0.007378,0.114253,0.07407,0.188601,0,0.06177,0.091495,0.050589,0.142279,0.194421
cs0001213,,,,,,,,,,,,,,,,,,
cs0001244,,,,,,,,,,,,,,,,,,
cs000999,,,,,,,,,,,,,,,,,,
cs0003112,,,,,,,,,,,,,,,,,,
cs0001638,0.984134,0.053877,0.002232,0.019219,0.041823,0.024643,0.984134,0.053877,0.002232,0.019219,0.041823,0.024643,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002668,0.650267,0.713769,0.040954,0.033559,0.695217,0.135431,0.650267,0.713769,0.040954,0.033559,0.695217,0.135431,0.969025,0.04328,0.015845,0.015187,0.292106,0.100121
cs0001368,0.826465,0.039879,0.025871,0.052532,0.270987,0.118759,0.826465,0.039879,0.025871,0.052532,0.270987,0.118759,0.826465,0.039879,0.025871,0.052532,0.270987,0.118759
cs000843,,,,,,,,,,,,,,,,,,
cs0002763,,,,,,,,,,,,,,,,,,
cs0001270,,,,,,,,,,,,,,,,,,
cs0001185,-0.552793,0.063594,0.04858,0.066694,0.04924,0.479508,-0.552793,0.063594,0.04858,0.066694,0.04924,0.479508,0.692655,0.018878,0.029143,0.050532,0.045944,0.035109
cs0003340,,,,,,,,,,,,,,,,,,
cs000470,,,,,,,,,,,,,,,,,,
cs000965,0.916775,0.011049,0.003204,0.005963,0.424531,0.007148,0.916775,0.011049,0.003204,0.005963,0.424531,0.007148,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002138,0.864916,0.718525,0.015075,0.025875,0.117196,0.081616,0.864916,0.718525,0.015075,0.025875,0.117196,0.081616,0,0.190483,0.012222,0.022368,0.0172,0.227245
cs0001377,0.556426,0.067249,0.034212,0.086546,0.562103,0.165197,0.370122,0.099282,0.03816,0.10869,0.174912,0.15433,0.975173,0.05747,0.003492,0.001135,0.149995,0.041653
cs0001932,0.615854,0.067653,0.045676,0.086048,0.643511,0.146262,0.467641,0.063669,0.037929,0.055532,0.665354,0.431144,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002869,,,,,,,,,,,,,,,,,,
cs0002950,,,,,,,,,,,,,,,,,,
cs0001943,,,,,,,,,,,,,,,,,,
cs0002008,0.610263,0.020128,0.003578,0.012471,0.175465,0.133371,0.610263,0.020128,0.003578,0.012471,0.175465,0.133371,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003051,,,,,,,,,,,,,,,,,,
cs0001799,,,,,,,,,,,,,,,,,,
cs0001170,,,,,,,,,,,,,,,,,,
cs0002056,,,,,,,,,,,,,,,,,,
cs0001726,0.960106,0.015589,0.005727,0.002038,0.173438,0.014179,0.953375,0.018957,0.008677,0.004961,0.242121,0.030555,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002119,,,,,,,,,,,,,,,,,,
cs0001629,0.650976,0.107785,0.035819,0.054216,0.637017,0.538448,0.930528,0.059144,0.031184,0.057877,0.640999,0.495429,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000490,-0.307187,0.052738,0.057838,0.083995,0.453264,0.224321,0.66782,0.019184,0.002099,0.02346,0.034104,0.096899,0,0.05174,0.022778,0.020944,0.040717,0.20375
cs0002326,,,,,,,,,,,,,,,,,,
cs00044,,,,,,,,,,,,,,,,,,
cs000290,,,,,,,,,,,,,,,,,,
cs0002546,0.667001,0.429242,0.025762,0.054631,0.450493,0.080886,0.667001,0.429242,0.025762,0.054631,0.450493,0.080886,0,0.058009,0.012459,0.03805,0.072059,0.028275
cs0003156,,,,,,,,,,,,,,,,,,
cs000677,0.488356,0.069927,0.667808,0.049915,0.074908,0.564508,0.488356,0.069927,0.667808,0.049915,0.074908,0.564508,0,0.084303,0.00338,0.081386,0.032238,0.024425
cs0002600,0.644521,0.487738,0.039695,0.076896,0.670804,0.575778,0.865476,0.200872,0.011009,0.009984,0.092184,0.051032,0.78651,0.035322,0.028395,0.005576,0.095978,0.007041
cs0001995,,,,,,,,,,,,,,,,,,
cs000862,,,,,,,,,,,,,,,,,,
cs0003143,-0.480269,0.105383,0.047008,0.094099,0.161061,0.600481,-0.480269,0.105383,0.047008,0.094099,0.161061,0.600481,-0.506185,0.124755,0.058045,0.116926,0.184516,0.612997
cs0001590,0.880821,0.131179,0.010334,0.004811,0.031333,0.050473,0.880821,0.131179,0.010334,0.004811,0.031333,0.050473,0,0.123957,0.009263,0.004719,0.073389,0.063485
cs0003271,,,,,,,,,,,,,,,,,,
cs000117,,,,,,,,,,,,,,,,,,
cs000689,0.482593,0.128639,0.046485,0.093451,0.680673,0.542043,0.707025,0.076397,0.043394,0.116691,0.686152,0.565692,0.982988,0.010233,0.010808,0.02317,0.521859,0.020747
cs0002426,,,,,,,,,,,,,,,,,,
cs0002076,,,,,,,,,,,,,,,,,,
cs0001892,,,,,,,,,,,,,,,,,,
cs000981,,,,,,,,,,,,,,,,,,
cs0002634,0.911018,0.042041,0.05737,0.077772,0.663436,0.134238,0.911018,0.042041,0.05737,0.077772,0.663436,0.134238,0.911018,0.042041,0.05737,0.077772,0.663436,0.134238
cs000549,0.465877,0.182886,0.043983,0.087845,0.624048,0.530591,0.764249,0.104984,0.043761,0.031276,0.564121,0.063886,0.931075,0.090235,0.021682,0.009246,0.111356,0.017337
cs000944,,,,,,,,,,,,,,,,,,
cs0001344,0.26314,0.096535,0.061633,0.066489,0.109542,0.443077,0.609526,0.072305,0.050805,0.042879,0.127117,0.199939,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000370,,,,,,,,,,,,,,,,,,
cs0003058,,,,,,,,,,,,,,,,,,
cs0001911,,,,,,,,,,,,,,,,,,
cs000774,,,,,,,,,,,,,,,,,,
cs0001907,,,,,,,,,,,,,,,,,,
cs0001627,0,0.013718,0.042434,0.104428,0.356335,0.296934,0,0.013718,0.042434,0.104428,0.356335,0.296934,0,0.013718,0.042434,0.104428,0.356335,0.296934
cs0003378,,,,,,,,,,,,,,,,,,
cs0002914,,,,,,,,,,,,,,,,,,
cs0002237,,,,,,,,,,,,,,,,,,
cs0001750,,,,,,,,,,,,,,,,,,
cs0003096,0.637995,0.032479,0.020953,0.074084,0.628017,0.543189,0.997554,0.038461,0.005311,0.077873,0.257243,0.020494,0.996104,0.062986,0.007344,0.032016,0.750195,0.047094
cs0002719,,,,,,,,,,,,,,,,,,
cs000996,0.963063,0.011407,0.005757,0.00717,0.262775,0.013019,0.963063,0.011407,0.005757,0.00717,0.262775,0.013019,0.995205,0.024758,0.009354,0.018121,0.628441,0.020035
cs0002614,0.869318,0.024361,0.029997,0.027252,0.614484,0.044333,0.869318,0.024361,0.029997,0.027252,0.614484,0.044333,0.934102,0.02643,0.022855,0.006156,0.456067,0.009147
cs0002434,0.942756,0.009815,0.001885,0.01415,0.489919,0.00411,0.942756,0.009815,0.001885,0.01415,0.489919,0.00411,0.942756,0.009815,0.001885,0.01415,0.489919,0.00411
cs0002255,0.976701,0.020225,0.002383,0.011763,0.773582,0.103348,0.976701,0.020225,0.002383,0.011763,0.773582,0.103348,0.976701,0.020225,0.002383,0.011763,0.773582,0.103348
cs000305,,,,,,,,,,,,,,,,,,
cs0003345,-0.43688,0.503632,0.020417,0.14384,0.017594,0.5113,-0.43688,0.503632,0.020417,0.14384,0.017594,0.5113,-0.422445,0.449689,0.020615,0.130362,0.056883,0.468992
cs0001450,0.370326,0.103716,0.039269,0.070899,0.524315,0.560408,-0.643877,0.050465,0.01365,0.021742,0.032556,0.557366,-0.903408,0.090996,0.024847,0.091018,0.040937,0.663286
cs000219,,,,,,,,,,,,,,,,,,
cs0002778,,,,,,,,,,,,,,,,,,
cs0003169,-0.322245,0.141454,0.03954,0.083685,0.062883,0.578852,0.89856,0.17466,0.006716,0.007966,0.070005,0.012364,0,0.484766,0.077493,0.10905,0.017181,0.227555
cs0002908,0.994564,0.075902,0.006264,0.002513,0.755296,0.017659,0.994564,0.075902,0.006264,0.002513,0.755296,0.017659,0.994564,0.075902,0.006264,0.002513,0.755296,0.017659
cs0002247,0.325409,0.734114,0.052352,0.045038,0.641937,0.14449,0.325409,0.734114,0.052352,0.045038,0.641937,0.14449,0,0.089506,0.058415,0.08664,0.02807,0.106878
cs0001584,,,,,,,,,,,,,,,,,,
cs0001773,,,,,,,,,,,,,,,,,,
cs0001243,,,,,,,,,,,,,,,,,,
cs0002868,0.324671,0.725501,0.026847,0.092146,0.644223,0.596185,0.324671,0.725501,0.026847,0.092146,0.644223,0.596185,0.99588,0.145944,0.005681,0.01953,0.371236,0.025743
cs000728,,,,,,,,,,,,,,,,,,
cs0002509,,,,,,,,,,,,,,,,,,
cs0002529,,,,,,,,,,,,,,,,,,
cs0001738,,,,,,,,,,,,,,,,,,
cs0002292,,,,,,,,,,,,,,,,,,
cs000165,,,,,,,,,,,,,,,,,,
cs0006,0,0.004812,0.029445,0.059602,0.082874,0.056172,0,0.004812,0.029445,0.059602,0.082874,0.056172,0,0.004812,0.029445,0.059602,0.082874,0.056172
cs0002134,0.998833,0.109032,0.007697,0.009883,0.195949,0.05486,0.998833,0.109032,0.007697,0.009883,0.195949,0.05486,0.995314,0.261931,0.018384,0.015534,0.383003,0.016177
cs0001874,-0.659882,0.107527,0.075786,0.095976,0.522861,0.607185,-0.686594,0.118222,0.067404,0.09141,0.489696,0.509275,-0.929126,0.327301,0.022823,0.267392,0.079889,0.456005
cs000432,,,,,,,,,,,,,,,,,,
cs0001279,0.52838,0.432459,0.06442,0.107054,0.456472,0.235211,0.52838,0.433971,0.06605,0.110333,0.469033,0.252363,0.693673,0.022285,0.003055,0.040572,0.63714,0.295462
cs0002947,0,0.009901,0.014851,0.020223,0.054357,0.024448,0,0.009901,0.014851,0.020223,0.054357,0.024448,0,0.009901,0.014851,0.020223,0.054357,0.024448
cs0003249,,,,,,,,,,,,,,,,,,
cs000213,0.31647,0.044344,0.050521,0.055181,0.446691,0.155764,0.338775,0.001795,0.000717,0.016312,0.095454,0.412729,0.994909,0.035941,0.027901,0.011043,0.590193,0.147034
cs0001508,,,,,,,,,,,,,,,,,,
cs0002112,0.667399,0.4045,0.037976,0.064922,0.552008,0.676871,0.568587,0.415858,0.040849,0.081306,0.495136,0.682291,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001389,0.93069,0.028729,0.029481,0.571918,0.510652,0.575448,0.93069,0.028729,0.029481,0.571918,0.510652,0.575448,-0.580763,0.067375,0.041635,0.07128,0.096182,0.757099
